0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
25,25,25,25,25,23,25,25,25,25,25,25,25,25,0,25,25,25,25,21,25,25,25,25,21,4,25,25,0,25,25,25,25,0,25,0,25,25,25,25,0,25,25,25,0,25,25,25,25,25,18,0,0,25,25,0,0,7,25,25,25,25,25,15,25,25,0,25,25,0,25,25,25,25,25,0,25,25,25,0,25,25,25,25,25,21,25,25,25,25,25,25,25,0,25,0,25,25,0,0
19,25,22,25,25,25,25,25,18,25,25,25,25,0,25,25,25,25,25,0,25,25,25,25,25,25,25,16,25,25,25,22,21,0,25,21,25,25,25,25,25,21,25,25,25,25,0,25,25,25,25,0,25,9,5,0,0,25,25,25,0,24,1,25,0,25,0,25,0,0,25,0,25,25,0,25,25,25,25,25,0,25,25,25,25,25,25,25,24,25,24,25,0,25,0,25,25,25,25,21
25,25,25,0,25,25,0,0,25,25,0,25,25,0,25,0,25,25,25,0,25,0,18,25,25,25,25,25,25,23,25,25,25,1,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,0,25,25,25,0,0,19,25,25,0,25,0,25,23,25,0,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,0,25,0,25,0,21,25,25,25,25,0,25
20,25,25,25,25,24,25,25,0,25,25,25,25,0,25,0,25,25,25,0,25,25,25,25,25,25,25,23,25,25,25,17,0,0,20,24,25,25,25,21,25,25,25,25,25,25,25,25,25,25,25,0,25,25,13,0,0,25,25,25,0,25,0,25,0,25,0,25,0,0,25,10,25,0,25,25,25,25,25,25,0,25,25,15,25,25,25,25,25,25,16,25,0,25,25,25,25,25,25,25
25,25,0,25,2,19,25,25,20,25,14,25,25,25,25,25,25,25,25,25,25,25,22,25,25,25,25,25,0,25,25,25,25,0,25,25,25,25,20,25,14,25,25,25,0,25,25,25,25,25,25,25,25,0,25,0,0,25,0,25,25,20,25,25,25,25,0,25,0,25,0,0,25,0,25,0,25,0,25,25,0,25,25,25,25,25,0,25,25,25,25,25,0,25,25,0,25,25,25,0
25,25,25,25,25,19,0,25,25,21,0,0,25,25,25,25,25,25,25,21,25,0,25,25,22,25,25,0,25,25,25,25,25,0,25,0,25,25,25,25,0,19,25,25,25,25,25,0,20,25,25,8,25,21,25,0,13,1,25,25,25,25,0,15,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,17,25,25,25,1,25,25,25,25,0,25,0,18,25,0,25,24,0,25,0,0
25,25,16,25,25,25,3,25,0,25,25,25,25,25,24,13,25,25,25,25,25,25,0,0,25,25,0,25,25,25,0,24,0,0,25,0,25,21,24,25,0,25,25,25,20,0,0,25,25,25,0,25,25,0,25,24,0,25,0,25,20,25,0,25,23,25,0,13,0,25,0,0,25,0,25,0,25,18,24,25,0,25,25,25,25,0,0,25,25,20,25,25,0,25,23,12,25,25,25,25
25,25,25,25,25,25,25,25,0,25,25,25,25,0,0,0,25,25,25,0,25,25,25,25,25,24,25,25,25,25,25,0,25,0,25,0,25,25,25,25,25,25,25,25,0,25,25,25,25,25,0,0,25,25,25,0,0,25,25,25,0,25,25,25,25,25,0,20,25,0,25,25,24,18,11,25,25,25,24,25,25,25,25,0,25,25,25,25,25,25,25,25,0,0,25,4,25,25,0,0
18,25,25,15,25,25,0,25,8,25,25,21,25,0,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,11,25,0,25,0,25,25,24,25,25,0,25,25,25,25,0,25,25,25,25,0,25,20,0,0,0,5,22,25,0,24,0,25,19,25,0,25,25,0,25,0,25,25,0,25,25,22,25,25,16,25,25,25,25,25,16,25,0,24,0,25,0,18,0,21,11,25,22,25
34,34,34,34,34,34,34,34,34,34,34,34,34,28,34,17,34,34,34,0,34,34,34,34,34,34,34,34,0,34,34,33,34,0,34,0,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34,0,0,21,34,34,0,34,0,34,33,34,0,34,34,0,34,34,34,34,34,33,34,34,34,24,34,34,34,0,34,34,34,34,34,34,0,34,0,0,34,0,34,34,0,34
0,28,0,0,34,29,34,33,0,25,34,34,34,0,34,34,34,34,34,24,34,32,0,8,0,34,0,0,30,34,34,34,34,0,33,0,34,0,34,34,25,34,29,34,34,25,15,34,34,34,34,0,34,0,0,31,0,21,34,34,26,0,0,34,34,34,0,34,0,0,34,0,34,34,25,34,34,34,34,34,0,33,34,34,34,34,25,34,34,34,27,34,0,34,34,19,34,34,34,0
29,34,34,34,34,9,34,34,34,34,34,34,34,0,34,0,34,17,34,0,27,0,34,34,34,34,34,22,34,0,34,25,33,0,25,29,34,34,34,0,34,34,34,34,34,34,34,34,34,34,0,0,34,34,34,0,0,34,34,1,0,34,0,34,24,34,0,34,0,0,34,33,34,19,34,34,34,34,26,34,34,34,34,18,34,34,25,34,0,34,0,34,0,34,34,34,34,34,34,34
33,34,34,9,34,2,0,34,34,34,0,21,34,26,34,34,34,34,34,0,34,8,34,34,28,34,34,34,34,0,34,34,34,34,34,0,25,33,34,34,34,0,34,34,34,34,0,34,23,21,34,0,34,34,34,0,16,34,34,34,0,34,0,33,34,34,34,34,34,26,34,28,34,34,25,34,34,34,34,34,34,34,34,11,34,21,34,34,34,25,16,34,0,0,0,34,25,25,30,34
34,34,34,34,27,26,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,34,34,34,34,34,0,34,34,34,34,5,33,33,34,34,34,0,34,34,34,34,34,34,34,34,0,30,0,0,34,34,34,33,33,25,22,34,34,0,34,0,0,34,0,34,0,34,0,34,34,34,34,18,34,34,34,34,34,34,34,34,34,34,34,0,34,34,18,34,34,34,34
25,34,34,21,34,14,0,34,29,34,20,34,34,25,34,33,34,34,34,0,34,33,34,34,34,34,34,27,34,34,34,34,31,0,34,0,34,27,34,34,33,0,34,34,34,34,33,34,15,34,34,0,34,33,34,0,0,19,34,34,7,34,0,34,34,34,0,34,34,34,34,34,34,34,18,34,34,34,33,25,34,34,34,0,34,34,34,34,0,34,0,34,0,0,34,34,34,34,0,34
34,34,34,34,34,0,34,33,0,28,0,0,33,34,17,34,33,25,0,0,31,0,28,34,34,34,34,0,34,28,34,34,24,20,34,32,34,34,34,34,0,0,34,27,34,34,34,0,26,34,34,15,29,0,34,0,34,0,34,34,34,34,0,30,34,34,0,34,34,34,34,34,34,34,17,34,34,34,34,0,34,34,28,0,34,0,26,34,0,34,0,0,0,0,34,19,0,34,0,32
34,34,20,34,34,0,34,34,34,34,0,34,34,34,26,34,34,34,34,34,26,34,18,19,0,34,34,34,34,34,34,34,0,27,0,0,34,6,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,0,34,0,22,22,34,0,0,34,34,0,34,0,0,33,0,34,0,34,30,34,0,34,34,0,34,34,34,34,1,34,34,34,34,33,34,0,34,0,1,34,34,34,34
34,34,17,34,34,34,34,34,9,34,34,34,34,0,34,1,34,34,34,23,34,34,17,34,34,29,0,25,34,34,34,33,33,0,34,34,34,34,34,34,20,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,34,33,34,0,34,0,33,0,34,0,34,0,0,34,0,34,0,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,0,34,34,23,34,34,34,0
6,34,34,34,34,34,34,34,34,34,34,0,34,0,34,33,34,34,15,0,34,34,34,34,34,34,34,2,34,0,34,34,0,0,34,27,34,0,34,0,34,34,34,34,34,34,34,34,34,0,34,0,34,34,28,0,0,30,34,34,0,34,27,34,27,34,28,34,0,0,34,34,34,34,34,34,34,34,33,34,34,34,34,25,34,34,34,0,32,34,0,34,14,34,34,34,34,34,34,34
34,34,34,34,34,34,34,34,25,34,34,34,34,26,34,0,34,34,34,0,34,34,34,34,34,34,34,34,26,34,34,23,34,0,34,0,34,0,34,34,34,34,34,34,34,34,34,34,34,34,0,0,34,34,34,0,0,34,34,34,0,34,17,34,29,34,0,34,26,0,34,34,34,34,34,27,34,34,34,34,34,34,34,0,34,34,34,34,34,34,33,34,0,0,34,34,34,34,0,34
33,34,34,0,34,0,0,31,34,34,0,19,33,34,34,34,34,34,33,0,34,0,34,34,28,34,34,0,34,34,34,34,34,0,34,23,34,34,34,34,0,0,34,26,34,34,7,0,0,34,34,19,34,0,34,0,33,0,34,34,34,34,34,3,34,34,0,34,34,34,34,33,34,34,17,34,34,34,34,0,34,34,34,0,34,0,34,34,0,33,0,34,0,0,34,20,0,34,0,0
13,34,34,0,34,34,34,16,34,34,34,34,34,34,0,27,34,34,34,34,34,25,18,34,10,34,34,0,34,34,34,34,34,34,34,0,34,34,34,34,0,34,34,34,0,34,34,0,34,34,34,0,34,34,34,0,11,34,34,34,34,34,34,0,34,34,0,34,34,34,34,34,34,34,34,34,33,34,25,0,34,34,34,34,34,34,34,34,0,34,34,34,34,0,34,22,34,0,0,8
0,34,34,34,34,34,34,34,34,34,34,34,34,0,34,28,34,34,34,0,34,34,34,34,34,34,34,34,0,34,34,34,24,0,34,0,34,0,34,34,34,34,34,34,34,34,27,34,34,34,34,0,34,34,34,0,0,34,30,34,0,34,0,17,0,34,0,34,0,0,34,15,34,34,0,25,34,34,34,34,0,34,34,34,34,34,34,34,34,34,20,34,0,34,0,28,34,34,34,34
34,34,0,34,34,34,34,34,0,34,17,34,34,27,18,34,34,34,34,34,34,34,34,0,34,34,24,34,0,34,34,34,34,0,34,34,34,34,34,0,34,34,34,34,0,31,7,34,34,24,0,34,34,0,34,0,0,34,34,34,34,24,34,34,34,34,0,34,0,0,28,34,34,0,34,0,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,19,34,34,34,34,34,34,0
34,34,0,34,34,34,34,34,0,31,6,34,34,34,34,33,34,34,34,34,24,26,5,0,34,34,0,34,0,34,23,34,34,0,34,0,34,25,34,27,34,34,34,34,33,25,27,34,34,34,0,34,34,0,34,34,0,34,34,34,34,21,0,34,34,34,0,34,0,25,34,0,34,0,34,0,34,34,34,34,18,34,34,34,34,34,0,34,34,34,34,0,0,34,34,22,34,34,34,0
34,34,25,34,0,10,34,34,18,34,34,27,34,34,30,34,34,34,34,34,33,34,34,34,34,34,34,34,0,0,34,29,33,0,34,34,34,29,0,0,34,34,34,34,0,34,34,34,30,34,0,34,34,0,34,0,0,34,0,34,34,25,34,34,34,34,0,34,0,34,0,3,34,0,34,0,34,0,34,34,34,34,34,34,34,26,0,34,34,34,15,34,0,34,34,34,34,34,29,34
34,34,34,34,34,34,34,34,0,34,34,34,34,34,24,14,34,34,34,0,34,34,29,34,34,34,34,31,34,34,34,34,26,0,34,0,34,34,34,34,33,34,34,34,25,34,34,34,34,34,0,0,34,34,34,0,0,34,34,34,0,34,15,34,34,34,0,30,34,0,34,34,34,16,34,34,34,34,34,30,34,34,34,0,34,34,34,34,23,34,13,34,0,21,34,34,34,34,15,26
9,34,34,34,34,34,34,34,34,34,34,34,34,25,34,0,34,34,34,0,34,34,34,34,34,34,34,34,34,0,34,34,0,0,29,0,34,34,34,0,34,34,34,34,34,34,34,34,34,34,0,0,34,34,34,0,0,34,34,32,0,34,25,0,24,34,0,34,0,0,34,34,34,0,34,34,34,34,28,34,34,34,34,0,34,34,34,34,17,34,0,34,0,34,34,34,34,34,34,34
