0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
25,25,25,25,25,25,25,25,25,25,0,0,25,25,25,25,0,25,0,25,25,25,25,20,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,23,14,25,25,25,0,25,25,25,25,25,0,25,25,25,25,25,25,25,0,25,25,25,0,25,20,25,25,25,20,10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,17,25
25,25,25,24,25,25,20,20,25,25,0,0,25,25,25,25,0,25,0,20,25,0,25,25,25,25,22,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9,20,25,6,25,0,25,25,25,25,0,0,25,25,25,25,25,25,25,3,25,0,24,0,25,25,25,25,25,25,25,25,25,25,25,25,25,19,25,25,25,25,25,25,25,25,25,0,5,25,0,0,0,25
25,25,25,25,25,25,25,25,22,25,0,0,25,25,25,25,0,25,0,22,25,24,25,25,25,25,0,5,0,20,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,22,25,25,25,20,25,25,25,25,0,0,25,25,25,25,25,25,21,25,25,11,25,19,25,25,21,25,0,25,25,25,0,0,25,25,25,25,25,25,0,25,25,25,25,25,25,0,19,25,0,0,0,25
0,25,0,25,25,0,25,25,25,25,25,25,0,0,25,25,25,25,25,0,0,0,25,25,0,25,21,25,25,0,25,25,24,25,0,25,24,25,25,25,24,0,25,25,25,25,25,25,25,25,25,25,25,25,21,25,25,25,0,0,25,25,25,24,25,25,14,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,25,25,25,0,25,22,25,25,25,25,25
25,25,25,25,25,25,24,25,25,25,0,0,25,25,25,25,0,25,0,16,25,14,25,25,25,25,12,25,16,0,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,0,24,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,0,25,20,25,25,25,25,25,25,17,25,25,25,13,13,25,25,22,25,25,25,11,25,25,19,25,25,25,0,25,25,0,0,0,25
19,25,25,25,25,25,25,0,25,25,24,0,0,0,25,25,25,25,25,25,0,0,0,25,25,22,25,22,25,0,15,25,25,25,0,22,25,24,24,25,25,25,25,25,25,25,25,20,25,7,21,25,25,0,0,25,25,25,0,0,25,25,0,25,25,25,25,25,0,25,25,25,25,0,25,25,25,25,25,25,25,25,25,0,25,25,23,0,21,20,10,0,21,25,3,15,25,0,25,25
34,34,34,34,34,34,34,1,33,34,0,0,34,34,34,34,0,34,0,34,34,34,34,34,34,34,0,34,34,0,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,26,34,27,0,34,34,34,34,34,34,34,25,34,0,34,0,34,34,34,34,12,34,34,34,0,34,34,34,34,34,34,34,12,34,34,34,34,34,34,0,34,34,0,10,0,34
34,34,34,34,34,34,34,34,34,34,0,0,34,34,34,34,34,34,9,25,19,0,34,34,34,34,33,0,0,0,34,34,33,0,34,34,34,0,34,0,34,25,25,0,34,34,34,34,34,34,0,0,34,34,34,26,34,29,34,34,34,34,34,0,34,34,34,33,0,0,34,32,34,34,33,34,34,34,34,34,34,34,34,24,34,34,34,34,34,26,0,34,34,0,34,34,0,34,0,34
20,34,0,0,34,34,34,20,0,34,34,34,34,0,24,34,33,34,34,34,33,34,34,34,25,34,33,34,34,31,34,34,34,34,34,32,33,1,34,34,34,0,34,34,34,0,0,34,34,24,34,34,34,26,34,34,34,34,0,33,24,34,34,34,34,34,27,34,34,34,26,0,34,0,0,0,34,34,33,31,18,34,34,34,34,34,34,34,34,34,34,34,0,34,32,34,34,34,34,34
34,34,22,34,34,0,34,34,34,34,0,0,34,34,31,0,0,34,0,0,0,0,34,34,0,34,34,20,0,0,34,34,0,26,34,33,26,25,34,25,28,33,11,0,34,34,34,34,0,34,18,34,34,34,34,34,26,33,34,34,34,34,34,22,34,29,34,34,6,34,34,34,34,34,9,34,34,34,34,14,34,34,34,19,34,34,28,22,0,0,11,29,34,0,34,29,0,0,0,28
