0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
34,28,0,34,31,34,34,0,0,0,34,34,34,34,34,34,0,26,34,33,25,0,31,0,20,34,0,34,21,34,34,0,34,34,34,34,0,26,34,33,34,0,34,34,34,0,34,33,34,34,0,34,34,34,34,34,34,34,0,34,34,34,34,34,13,33,34,0,34,34,0,0,34,22,0,33,34,34,34,34,34,34,34,34,33,34,0,34,17,0,34,34,34,0,34,34,0,34,34,34
25,25,0,25,25,23,25,0,0,21,25,0,25,25,25,25,0,25,25,25,25,0,25,25,25,25,0,13,3,25,25,0,25,20,25,25,3,0,25,10,25,0,25,0,25,25,25,14,15,25,3,25,25,25,25,25,25,25,25,25,25,25,25,25,22,25,25,0,25,0,0,25,25,25,0,25,25,25,25,25,0,0,24,25,0,25,18,25,21,0,25,25,25,0,25,25,21,25,25,23
25,25,0,0,25,20,0,0,25,25,25,25,25,25,14,25,25,25,25,25,25,25,0,0,25,25,0,25,25,25,25,0,25,25,25,0,0,24,25,25,25,0,25,25,25,0,0,25,25,14,25,25,25,21,25,25,25,25,0,25,0,25,25,25,12,19,25,4,25,25,0,0,24,25,25,25,10,25,25,25,25,25,25,25,0,25,25,25,25,0,25,25,25,25,25,25,0,25,25,25
25,25,0,9,24,0,0,0,0,21,25,25,25,25,25,25,0,25,25,4,25,23,20,0,14,25,0,25,25,25,25,0,25,25,25,23,0,20,25,25,25,0,25,25,25,0,0,23,25,25,21,25,25,25,25,25,25,25,17,25,0,25,25,25,9,25,25,15,25,25,0,0,25,25,0,25,25,25,22,25,25,25,25,25,0,25,25,25,25,0,25,25,17,25,25,25,0,25,25,0
25,25,25,25,21,25,25,0,0,21,25,0,25,25,0,25,25,25,25,25,25,25,25,25,25,20,0,25,25,25,16,0,25,21,25,0,0,14,25,25,25,0,25,0,25,25,25,25,0,25,25,0,25,0,25,25,25,0,25,25,25,25,25,25,25,0,25,1,25,0,0,25,0,25,0,25,0,25,25,25,0,25,25,25,21,25,25,25,25,24,22,25,25,0,17,22,25,25,18,25
25,19,23,25,21,25,0,0,0,21,3,25,18,25,25,25,25,23,25,20,25,0,0,0,8,25,0,25,25,25,25,0,25,25,16,25,0,1,25,25,25,0,25,25,25,0,0,0,25,25,18,25,25,25,25,25,25,25,25,2,25,25,25,25,0,25,25,0,25,0,0,0,25,0,25,25,25,25,25,25,25,25,25,25,2,25,25,25,25,0,25,25,25,25,25,21,0,25,25,0
25,25,20,25,25,25,13,9,20,25,25,25,25,24,25,25,25,25,25,25,25,0,25,21,25,25,0,25,20,25,25,25,25,0,25,25,22,1,25,25,13,0,25,25,25,0,25,25,25,25,25,19,25,25,25,25,25,25,25,25,20,25,0,25,22,25,25,10,25,0,25,0,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,24,0,25,25,0,25,25,9
34,34,34,34,34,34,34,0,0,33,34,0,34,34,0,34,34,34,34,34,34,34,34,16,34,7,0,34,34,34,5,0,31,32,34,0,25,34,34,34,34,0,34,0,3,34,34,34,24,34,19,0,34,0,34,34,34,34,31,34,34,34,34,34,34,34,34,0,34,0,0,34,17,0,0,0,0,26,34,34,0,25,34,34,34,31,34,34,34,34,34,34,34,0,34,34,34,34,34,34
34,33,0,34,32,22,2,0,0,0,34,34,26,34,34,34,18,33,34,27,34,0,19,0,25,34,0,34,34,19,34,0,34,34,32,34,0,25,34,34,34,0,34,34,34,0,0,0,34,34,15,34,34,34,34,34,34,34,33,33,26,33,34,34,0,34,34,0,34,34,0,0,34,33,20,34,34,32,34,34,34,34,34,33,0,34,27,34,34,0,34,34,34,5,34,33,0,34,34,15
34,34,33,34,34,29,34,32,0,34,34,0,34,34,0,34,34,34,34,34,34,34,34,0,34,0,0,34,34,34,34,0,34,0,34,0,0,34,34,34,34,0,34,0,34,34,0,27,0,34,0,34,34,0,34,34,34,26,0,34,0,34,34,34,34,0,34,34,34,34,0,34,0,29,0,20,0,34,34,34,0,34,34,34,26,34,34,34,34,34,34,0,34,0,32,0,34,34,34,34
