0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,0,34,34,33,34,34,30,34,33,34,34,34,34,0,34,34,34,34,0,0,34,34,0,34,0,34,34,0,26,34,34,33,34,34,34,34,0,0,30,0,34,34,0,34,0,0,34,34,34,34,34,34,34,34,34,0,34,34,34,34,25,34,34,34,33,34,0,34,34
34,34,34,34,34,26,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,21,31,34,0,34,34,34,10,15,34,34,34,34,0,34,34,34,34,0,0,34,34,18,34,0,34,34,8,10,34,34,34,34,34,34,34,0,0,34,0,34,34,0,34,0,0,24,34,34,34,34,34,34,34,34,0,34,34,34,34,22,34,34,34,34,34,0,34,34
34,34,34,34,34,34,0,31,25,34,34,32,34,34,0,21,34,34,34,34,34,34,34,34,34,34,0,34,34,0,26,0,34,33,34,34,34,34,34,34,34,34,34,34,0,32,16,34,34,0,27,34,34,13,28,0,34,34,34,34,13,34,26,34,34,34,34,34,0,0,34,34,31,20,0,34,34,34,34,34,34,34,34,0,34,34,34,34,34,0,34,34,34,34,34,26,0,0,9,0
25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,25,25,25,25,0,0,0,20,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,9,8,0,25,19,21,25,25,25,18,25,25,25,25,25,25,25,25,25,0,22,25,25,0,0,20
25,25,25,25,0,23,25,25,25,25,19,25,25,25,0,25,25,25,25,25,25,25,25,25,23,17,25,25,25,0,25,25,20,25,0,25,22,25,0,0,25,25,25,25,0,25,25,25,25,0,0,25,25,25,25,0,25,25,25,0,25,25,25,25,25,17,25,0,19,25,0,25,25,0,25,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,17,25,25,25,25,25,0,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,24,25,25,25,0,25,25,20,25,25,25,25,25,25,23,25,25,25,25,0,25,25,25,25,0,0,0,23,25,25,0,25,25,25,25,25,25,25,25,25,25,25,0,4,0,25,25,25,0,25,0,0,0,25,25,25,25,25,16,25,25,25,22,25,25,25,25,25,25,25,25,25,0,25,25
22,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,9,25,25,25,25,25,25,25,17,25,25,25,0,25,25,25,25,21,25,25,25,0,25,25,25,25,0,0,0,22,25,25,0,25,0,25,25,25,25,25,25,25,0,0,0,25,0,0,25,25,0,25,0,0,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,16,25,0,15,0
0,25,25,25,25,18,0,25,25,25,25,0,25,14,24,25,25,25,25,25,25,25,25,25,25,25,25,25,12,0,0,0,25,0,25,0,19,0,25,25,25,25,25,25,25,25,0,25,25,0,13,0,25,25,24,0,0,25,19,23,0,0,0,25,25,25,25,25,21,0,25,25,25,25,25,25,0,25,25,25,25,25,25,0,25,22,25,5,25,24,0,0,24,25,0,25,25,0,25,25
34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,21,34,34,0,34,34,34,34,34,34,34,0,34,34,34,34,19,34,34,34,0,34,34,34,34,0,0,0,30,34,34,0,34,0,34,34,34,34,0,34,34,0,15,11,34,33,34,34,34,34,26,0,0,0,25,18,34,34,34,34,34,34,34,34,34,34,34,0,34,0,0,0,34,0,0,0
34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,25,34,34,0,12,21,34,33,34,0,34,0,34,34,34,34,34,34,20,34,34,34,34,0,11,15,34,33,28,0,34,25,34,34,0,34,0,34,34,34,34,34,34,0,34,15,34,0,34,33,0,34,34,34,34,34,34,34,34,34,34,19,34,34,34,26,34,34,34,34,34,0,34,34
34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,25,34,34,34,26,34,34,34,34,34,34,34,34,0,34,34,34,34,0,0,34,34,34,34,0,34,34,0,34,34,34,34,34,34,34,24,0,34,31,0,33,34,0,34,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,34,25
34,34,34,34,34,34,0,34,34,34,34,34,34,34,0,29,34,34,34,3,34,34,34,34,34,34,25,34,34,34,34,0,34,34,34,0,34,0,34,34,34,34,34,34,24,34,34,34,34,0,33,0,34,34,34,0,0,0,34,34,0,34,5,34,34,34,33,34,34,0,34,34,34,34,0,34,11,34,34,26,34,34,34,0,34,34,34,34,34,0,5,34,34,0,0,0,26,0,0,34
