0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,25,25,0,24,25,25,0,25,25,25,25,0,25,25,25,0,25,19,25,0,25,25,25,0,0,0,25,25,25,21,25,25,25,0,25,25,0,25,25,25,25,25,25,20,25,25,25,25,20,25,25,3,25,25,25,25,0,25,0,25,25,25,0,0,25,25,0,25,25,25,25,0,18,25,2,5,25,21,22,25,25,25,25,25,25,0,0,25,16,25,25,25,25,0,25,25,0,25,25
25,25,0,25,25,0,23,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,0,25,25,25,25,25,10,0,25,25,25,20,25,11,25,25,23,25,25,25,25,25,0,25,20,0,25,25,25,25,25,0,25,25,25,25,25,0,25,25,25,25,23,25,25,25,25,25,0,25,0,22,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,15,0,25,8,0,25,0,0,17
0,25,0,0,25,25,25,0,25,25,7,6,0,25,25,25,0,25,25,24,21,20,25,0,0,25,25,25,25,0,25,0,23,25,19,22,0,25,25,25,25,25,25,25,25,25,25,11,25,0,25,25,25,25,25,25,25,25,25,0,0,25,25,16,25,25,25,21,25,25,8,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,0,25,25,16,18,25,25,12,25,0,25,25
2,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,0,25,25,0,15,0,25,25,0,25,25,25,25,0,25,25,25,25,25,25,25,25,20,25,25,0,25,25,25,0,25,0,25,25,16,25,25,0,25,0,25,25,25,25,0,25,25,15,0,17,25,0,25,25,25,25,25,25,25,25,25,25,21,25,25,0,25,0,24,25,16,25,25,0,4,25
0,25,12,25,25,0,25,25,25,25,25,25,25,25,0,25,0,25,0,25,25,25,25,25,0,25,25,16,25,0,0,25,12,25,25,0,0,0,25,25,25,25,21,25,25,25,0,25,25,0,25,0,25,25,25,0,25,25,25,25,25,25,25,25,25,7,25,25,0,25,25,24,0,25,17,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17,25,0,22,25,0,25,25,0,14,20
25,25,25,0,25,25,0,0,25,25,11,0,25,14,25,25,0,25,0,25,25,0,0,25,22,25,0,25,17,0,13,25,25,25,25,25,25,11,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,0,25,25,25,25,0,25,25,25,7,25,25,25,23,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19,0,25,0,25,25,25,25,25,21,25,0,25,25
25,25,25,0,25,25,25,25,25,20,25,25,25,0,25,20,0,25,0,25,25,0,0,25,1,0,16,0,25,0,0,25,25,25,25,0,21,19,24,25,25,25,25,25,25,25,0,19,25,0,25,0,25,25,0,25,25,25,25,0,25,25,25,25,25,16,25,25,25,25,25,21,23,25,25,25,14,25,25,10,20,25,25,13,25,25,25,0,0,12,0,0,25,25,0,25,25,0,0,20
0,25,0,0,25,22,0,0,25,25,20,25,25,25,25,25,0,25,1,25,25,25,25,25,0,25,0,25,25,0,0,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,25,0,25,0,1,25,20,25,16,0,25,25
25,25,24,0,25,0,0,17,25,21,0,25,25,0,25,25,0,25,25,0,25,0,0,25,25,25,25,0,25,0,11,25,21,25,25,25,25,25,0,25,25,0,25,25,25,25,0,25,0,0,25,25,25,0,14,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,21,0,25,25,0,0,25,25,25,25,0,0,0
25,25,25,21,25,25,0,0,25,25,0,0,25,25,25,25,21,25,0,23,25,0,25,25,25,25,17,25,25,17,25,25,24,25,25,25,25,25,25,25,25,19,25,25,25,25,0,25,25,0,25,25,17,25,25,0,25,15,25,25,25,25,25,0,25,25,25,25,0,25,25,25,0,25,1,25,25,25,25,25,25,25,25,25,25,25,0,25,25,0,25,25,25,25,20,25,0,0,0,16
0,25,25,25,25,21,25,25,25,25,18,16,0,20,25,25,23,25,25,0,19,25,25,25,0,0,25,25,0,0,25,25,21,25,0,0,0,0,19,25,25,17,25,25,25,25,25,25,23,0,25,5,25,25,0,25,0,25,25,0,0,25,0,0,23,25,25,25,24,0,25,25,25,25,25,25,25,25,19,25,25,25,25,25,20,5,25,0,25,25,19,25,0,25,0,0,25,0,25,25
0,34,0,0,26,0,0,34,33,33,34,34,34,34,0,29,0,34,0,30,34,34,34,34,0,33,34,34,34,0,0,34,0,34,34,0,0,34,29,34,34,34,34,34,34,34,0,34,0,0,34,27,26,34,34,17,34,34,34,34,34,0,34,34,34,34,34,33,34,34,34,0,0,34,33,33,34,34,31,17,34,34,33,11,34,34,34,16,34,7,34,0,0,34,34,34,34,0,0,33
34,34,34,34,34,34,0,0,0,34,34,0,34,0,34,21,19,34,0,25,34,33,0,32,34,34,0,4,34,0,0,34,0,0,34,22,34,23,0,34,34,34,34,34,34,20,5,34,34,0,34,34,23,0,14,34,34,32,34,1,34,0,34,28,34,34,34,34,0,34,34,0,0,34,34,34,34,34,34,34,34,34,34,31,34,34,0,34,34,0,9,34,34,34,34,3,34,19,0,34
34,34,34,27,34,0,0,5,0,10,0,34,34,34,34,31,0,34,34,7,34,0,34,34,0,34,34,34,28,0,24,34,25,34,34,34,34,34,0,26,34,0,34,34,34,33,0,34,0,0,34,34,34,0,34,19,34,34,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,11,34,34,34,34,34,34,34,34,0,34,34,34,34,0,7,34,0,0,34,34,34,0,0,17,0
0,34,34,31,34,0,0,34,34,34,0,34,34,33,0,34,33,34,34,27,33,34,34,34,0,34,34,34,32,0,6,0,34,34,34,9,0,0,26,34,34,34,32,27,34,34,0,34,33,0,34,27,34,34,34,0,34,31,33,34,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,20,34,34,34,34,34,34,34,33,34,34,33,0,0,34,0,32,7,0,17,23
0,34,0,17,34,34,34,34,34,34,34,34,34,34,32,34,0,34,12,34,34,34,34,34,0,34,34,34,34,0,34,32,33,34,34,34,24,0,34,34,34,34,34,34,34,34,6,28,34,0,34,34,34,34,34,27,34,34,34,34,34,34,34,0,34,34,34,33,32,34,27,34,34,34,34,34,34,34,34,34,34,34,34,34,29,34,34,22,34,25,34,26,34,34,34,34,34,0,34,34
34,34,34,34,34,9,33,34,33,28,0,0,34,34,34,34,0,34,0,34,34,0,34,34,28,34,33,17,0,0,34,34,34,32,34,34,34,34,34,34,34,0,32,0,34,34,0,28,34,0,26,34,34,34,0,34,34,34,34,34,34,34,34,34,34,34,34,20,7,0,34,34,30,23,0,34,34,34,34,34,34,34,31,11,34,34,34,30,25,0,34,17,0,32,34,34,0,0,34,0
